start,end,iso3,FiveYrSD,FiveYrAverageGDPgrowth
2000,2004,IND,2.0865448,5.6504502
2001,2005,IND,2.3142052,6.7392182
2002,2006,IND,2.2464194,7.6272168
2003,2007,IND,.88056821,8.8266935
2004,2008,IND,2.4175436,8.0328083
2005,2009,IND,2.4240344,8.1441784
2006,2010,IND,2.5733757,8.3392048
2007,2011,IND,2.6051879,7.8140841
2008,2012,IND,2.5598166,6.8700957
2009,2013,IND,1.9701713,7.4717479
2010,2014,IND,1.8880984,7.2330408
2011,2015,IND,.96727115,6.4763107
1997,2001,IRL,2.1597884,9.3830957
1998,2002,IRL,2.3356237,8.3348312
1999,2003,IRL,3.021873,7.3206348
2000,2004,IRL,2.5050781,6.0492525
2001,2005,IRL,1.0817786,5.2703276
2002,2006,IRL,1.1617671,5.3655729
2003,2007,IRL,1.1261665,5.286787
2004,2008,IRL,3.5800014,4.0858655
2005,2009,IRL,5.6024551,2.0771656
2006,2010,IRL,5.0793648,.89006335
2007,2011,IRL,4.2994232,.14573438
2008,2012,IRL,3.1224375,-.93259227
2009,2013,IRL,3.1820173,-.21324973
2010,2014,IRL,2.0539095,1.9542974
2011,2015,IRL,2.1485646,2.3432183
1997,2001,IRN,1.7801199,2.7341616
1998,2002,IRN,2.7509828,4.0798473
1999,2003,IRN,3.1006463,5.3917046
2000,2004,IRN,2.5978005,5.8584986
2001,2005,IRN,2.7009315,5.5311313
2002,2006,IRN,2.0714161,6.1935472
2003,2007,IRN,2.3417552,6.4010148
2004,2008,IRN,2.9588964,4.8578939
2005,2009,IRN,3.177999,4.4535031
2006,2010,IRN,3.3063378,4.9272399
2007,2011,IRN,3.307049,4.5363278
2008,2012,IRN,4.9378262,1.3913568
2009,2013,IRN,5.1626401,.82430261
2010,2014,IRN,5.3840199,1.2300291
2011,2015,IRN,5.1706882,-.10680717
1997,2001,IRQ,14.006083,15.477818
1998,2002,IRQ,16.537281,9.850194
1999,2003,IRQ,18.639452,-3.7413921
2000,2004,IRQ,31.700861,3.57371
2001,2005,IRQ,31.677958,4.1725383
2002,2006,IRQ,31.756811,5.7431149
2003,2007,IRQ,31.142738,7.3986707
2004,2008,IRQ,21.784985,15.664459
2005,2009,IRQ,3.6000423,5.5087643
2006,2010,IRQ,3.5570545,5.9091539
2007,2011,IRQ,2.9100149,5.3868084
2008,2012,IRQ,3.8519528,7.8985744
2009,2013,IRQ,3.8875606,7.5673852
2010,2014,IRQ,5.7157607,6.4678717
2011,2015,IRQ,6.5998573,6.4841986
1997,2001,ISL,1.0556262,4.8165374
1998,2002,ISL,2.2083569,3.9245713
1999,2003,ISL,1.6818836,3.168932
2000,2004,ISL,2.8526697,3.9803562
2001,2005,ISL,2.983829,4.2277007
2002,2006,ISL,2.9731183,4.3164477
2003,2007,ISL,2.7788188,6.1243582
2004,2008,ISL,3.1901462,5.8717494
2005,2009,ISL,5.321342,3.2914498
2006,2010,ISL,5.8146987,1.3816445
2007,2011,ISL,5.6268888,.9379946
2008,2012,ISL,3.1507843,-.72400117
2009,2013,ISL,3.7092147,-.24056335
2010,2014,ISL,2.7891364,1.061003
2011,2015,ISL,1.1680219,2.2234209
1997,2001,ISR,3.0973279,4.2509327
1998,2002,ISR,3.6590848,3.420845
1999,2003,ISR,3.7419453,2.8059099
2000,2004,ISR,3.8758817,3.0813029
2001,2005,ISR,2.4140174,2.170881
2002,2006,ISR,2.5781834,3.2829268
2003,2007,ISR,1.9872103,4.5235977
2004,2008,ISR,1.2280539,4.9000521
2005,2009,ISR,2.0134709,4.1309743
2006,2010,ISR,2.110466,4.3563957
2007,2011,ISR,2.0038693,4.2020721
2008,2012,ISR,1.7287521,3.5510392
2009,2013,ISR,1.7172065,3.5893941
2010,2014,ISR,1.336967,3.8465462
2011,2015,ISR,1.1048088,3.4289269
1997,2001,ITA,.90731776,2.0994267
1998,2002,ITA,1.2387935,1.7824076
1999,2003,ITA,1.4438038,1.4894996
2000,2004,ITA,1.4441124,1.4939303
2001,2005,ITA,.74202144,.94182366
2002,2006,ITA,.81152219,.98854369
2003,2007,ITA,.71176672,1.2332122
2004,2008,ITA,1.2022772,.9927184
2005,2009,ITA,3.056355,-.42021155
2006,2010,ITA,3.1588473,-.26801842
2007,2011,ITA,2.9609106,-.55193555
2008,2012,ITA,2.8466415,-1.4103475
2009,2013,ITA,2.8416448,-1.5498661
2010,2014,ITA,1.8021448,-.54236573
2011,2015,ITA,1.4884205,-1.1056026
1997,2001,JAM,1.6140838,-.040741287
1998,2002,JAM,1.6879102,.58680886
1999,2003,JAM,1.133919,1.7869831
2000,2004,JAM,1.0949746,1.8421934
2001,2005,JAM,1.09167,1.8452122
2002,2006,JAM,1.1340545,2.1560514
2003,2007,JAM,1.1810493,2.042984
2004,2008,JAM,1.2979921,1.1652586
2005,2009,JAM,2.7998803,.015471553
2006,2010,JAM,2.815743,-.46107686
2007,2011,JAM,2.4958582,-.69625974
2008,2012,JAM,2.2117822,-1.1033516
2009,2013,JAM,2.335953,-.84930772
2010,2014,JAM,1.2423465,.1732845
2011,2015,JAM,.95218068,.58884168
1997,2001,JOR,.92342865,3.8409116
1998,2002,JOR,1.1895996,4.3416409
1999,2003,JOR,.94988352,4.5751686
2000,2004,JOR,1.7913367,5.6060123
2001,2005,JOR,1.8994564,6.3908052
2002,2006,JOR,1.9029258,6.9551973
2003,2007,JOR,1.8361641,7.4318638
2004,2008,JOR,.4903793,8.0455952
2005,2009,JOR,1.1607555,7.4283643
2006,2010,JOR,2.4485519,6.2629743
2007,2011,JOR,2.6559217,5.1564698
2008,2012,JOR,2.1950009,4.0515666
2009,2013,JOR,1.3010461,3.1709268
2010,2014,JOR,.286046,2.6948767
2011,2015,JOR,.23596804,2.7843883
1997,2001,JPN,1.6595269,.40122011
1998,2002,JPN,1.5215788,.14000408
1999,2003,JPN,1.0409627,.87765598
2000,2004,JPN,1.0078714,1.3896695
2001,2005,JPN,.88534451,1.198716
2002,2006,JPN,.76005483,1.4662045
2003,2007,JPN,.4269827,1.8467321
2004,2008,JPN,1.3746613,1.3013825
2005,2009,JPN,3.1866858,-.27615881
2006,2010,JPN,3.8784809,.39370155
2007,2011,JPN,3.8170087,-.035424262
2008,2012,JPN,3.7576072,-.12312353
2009,2013,JPN,3.7828684,.40787706
2010,2014,JPN,2.0248313,1.4923724
2011,2015,JPN,1.143164,.70245796
1997,2001,KAZ,6.3038082,5.1599998
1998,2002,KAZ,6.2327361,6.7800002
1999,2003,KAZ,3.9149714,9.0200005
2000,2004,KAZ,1.7449927,10.400001
2001,2005,KAZ,1.7541379,10.38
2002,2006,KAZ,.52630776,9.8199997
2003,2007,KAZ,.66932803,9.6400003
2004,2008,KAZ,2.9441466,8.4399996
2005,2009,KAZ,4.2317843,6.7599998
2006,2010,KAZ,3.9410658,6.2799997
2007,2011,KAZ,3.2416046,5.6399999
2008,2012,KAZ,2.681977,4.8600001
2009,2013,KAZ,2.5583198,5.4000001
2010,2014,KAZ,1.3685759,6.04
2011,2015,KAZ,1.3549292,5.7249999
1997,2001,KEN,1.5142852,2.0900214
1998,2002,KEN,1.4953212,2.1044128
1999,2003,KEN,1.4315996,2.032865
2000,2004,KEN,1.9994105,2.5926473
2001,2005,KEN,2.0837853,3.6540415
2002,2006,KEN,2.4416425,4.1925592
2003,2007,KEN,1.5551097,5.4533329
2004,2008,KEN,2.698143,4.9132943
2005,2009,KEN,2.7846766,4.5538225
2006,2010,KEN,3.2692695,5.0529447
2007,2011,KEN,3.2338872,4.9807687
2008,2012,KEN,3.0603328,4.521605
2009,2013,KEN,1.9020814,5.6125946
2010,2014,KEN,1.4508262,6.0168185
2011,2015,KEN,.65994203,5.420454
1997,2001,KGZ,2.9206061,5.2882104
1998,2002,KGZ,2.2983158,3.3017058
1999,2003,KGZ,2.6842463,4.2833982
2000,2004,KGZ,2.9017484,4.957612
2001,2005,KGZ,3.6583095,3.8371677
2002,2006,KGZ,3.5666533,3.3934307
2003,2007,KGZ,3.5746291,5.1054764
2004,2008,KGZ,3.8044512,5.3797402
2005,2009,KGZ,3.8069282,4.5516272
2006,2010,KGZ,3.8999865,4.4924235
2007,2011,KGZ,3.8543258,5.0630989
2008,2012,KGZ,3.8389747,3.3368936
2009,2013,KGZ,4.7294397,3.8396642
2010,2014,KGZ,4.7041135,3.9830127
2011,2015,KGZ,4.6083493,5.0966573
1997,2001,KHM,2.7568488,7.8688002
1998,2002,KHM,2.5743561,8.0824175
1999,2003,KHM,1.9233605,8.7817907
2000,2004,KHM,1.3181666,8.4679451
2001,2005,KHM,2.5352428,9.3646049
2002,2006,KHM,2.4716666,9.9110966
2003,2007,KHM,1.7068704,10.616035
2004,2008,KHM,2.3422191,10.25317
2005,2009,KHM,5.1055188,8.202404
2006,2010,KHM,4.2772856,6.7450023
2007,2011,KHM,3.6856623,6.0046992
2008,2012,KHM,3.0194106,5.4144492
2009,2013,KHM,3.1216381,5.5721345
2010,2014,KHM,.58717149,6.9691
2011,2015,KHM,.19492044,7.2206059
1997,2001,KIR,4.9414458,5.3822899
1998,2002,KIR,5.379014,4.3836975
1999,2003,KIR,3.9580626,2.9934466
2000,2004,KIR,3.6325488,3.5980368
2001,2005,KIR,1.8273263,1.661904
2002,2006,KIR,3.3568234,.61966741
2003,2007,KIR,4.5554175,2.0074351
2004,2008,KIR,4.448247,1.7522327
2005,2009,KIR,4.4729266,.9847303
2006,2010,KIR,4.4963746,.91948229
2007,2011,KIR,3.3249249,2.3690701
2008,2012,KIR,1.8363947,1.4277841
2009,2013,KIR,1.877991,1.4714952
2010,2014,KIR,1.635409,2.3444993
2011,2015,KIR,.44046167,3.0557036
1997,2001,KNA,2.8509531,3.9229209
1998,2002,KNA,2.392638,2.9113724
1999,2003,KNA,3.1303954,2.5350721
2000,2004,KNA,3.2580025,2.7784011
2001,2005,KNA,4.3542352,3.6263549
2002,2006,KNA,4.4426341,3.8077662
2003,2007,KNA,4.3538537,4.006525
2004,2008,KNA,2.4468794,5.3420238
2005,2009,KNA,5.5289016,3.3013294
2006,2010,KNA,4.9554372,.80418789
2007,2011,KNA,4.1740561,-.033831716
2008,2012,KNA,3.8601408,-.84544736
2009,2013,KNA,4.4361658,-.50716174
2010,2014,KNA,4.3696265,1.9915224
2011,2015,KNA,3.7564692,3.2961557
1997,2001,KOR,6.3830099,4.8280063
1998,2002,KOR,6.4868746,5.1611447
1999,2003,KOR,3.1646819,6.8905654
2000,2004,KOR,2.370575,5.7244177
2001,2005,KOR,1.677175,4.7428999
2002,2006,KOR,1.6813166,4.8730626
2003,2007,KOR,1.0404344,4.4792571
2004,2008,KOR,1.0793773,4.4584589
2005,2009,KOR,1.9377704,3.6199923
2006,2010,KOR,2.3387687,4.1346116
2007,2011,KOR,2.2667735,3.8357258
2008,2012,KOR,2.1374364,3.2015212
2009,2013,KOR,2.1347268,3.2149222
2010,2014,KOR,1.6275359,3.7354479
2011,2015,KOR,.59561306,3.0451136
1998,2002,KSV,19.569084,13.136484
1999,2003,KSV,14.441108,10.751038
2000,2004,KSV,12.473607,8.7163105
2001,2005,KSV,10.868897,8.1796942
2002,2006,KSV,2.8212874,3.6855171
2003,2007,KSV,1.7890719,5.2829232
2004,2008,KSV,2.0646858,4.6158581
2005,2009,KSV,1.9074782,4.761766
2006,2010,KSV,1.8413631,4.2170348
2007,2011,KSV,1.8466187,4.240344
2008,2012,KSV,.77523345,3.3448191
2009,2013,KSV,.670165,3.5039482
2010,2014,KSV,1.2340715,3.0793219
2011,2015,KSV,1.4172108,3.0217586
1997,2001,KWT,2.5597177,1.9539958
1998,2002,KWT,2.5969965,2.0593307
1999,2003,KWT,7.4160123,4.7909198
2000,2004,KWT,6.7238955,7.3011603
2001,2005,KWT,6.6324291,8.3774347
2002,2006,KWT,5.2194095,9.7356787
2003,2007,KWT,4.3539414,10.334011
2004,2008,KWT,3.3415973,7.3659801
2005,2009,KWT,6.6720238,3.7983205
2006,2010,KWT,6.0353374,1.3097179
2007,2011,KWT,6.6227384,1.7313553
2008,2012,KWT,6.7300301,1.8583007
2009,2013,KWT,6.7256184,1.5921397
2010,2014,KWT,5.2483063,2.6829536
2011,2015,KWT,5.1088338,3.9454575
1997,2001,LAO,1.2924408,5.9392543
1998,2002,LAO,1.186389,5.7485857
1999,2003,LAO,.64770615,6.1684632
2000,2004,LAO,.24446777,5.9787273
2001,2005,LAO,.53347337,6.2404847
2002,2006,LAO,1.1082499,6.8140554
2003,2007,LAO,1.0199071,7.1496711
2004,2008,LAO,.84061724,7.5012522
2005,2009,LAO,.56058985,7.7300682
2006,2010,LAO,.5247817,8.0139351
2007,2011,LAO,.40876222,7.8978128
2008,2012,LAO,.37322927,7.9832892
2009,2013,LAO,.41429392,8.1125278
2010,2014,LAO,.40933442,8.1152277
2011,2015,LAO,.3908838,8.0123081
1997,2001,LBN,2.655803,1.2300731
1998,2002,LBN,1.8729744,2.3622057
1999,2003,LBN,1.820636,2.2911551
2000,2004,LBN,2.2392421,3.8775303
2001,2005,LBN,1.9137964,4.1491852
2002,2006,LBN,2.2355759,3.6790366
2003,2007,LBN,3.369035,4.8850789
2004,2008,LBN,3.6594582,6.0572162
2005,2009,LBN,4.1219454,6.6216383
2006,2010,LBN,3.4958975,7.680387
2007,2011,LBN,3.3215294,7.7607498
2008,2012,LBN,3.9361098,6.3199325
2009,2013,LBN,4.1889057,4.6803169
2010,2014,LBN,2.8284137,3.0201344
2011,2015,LBN,.59148955,1.7761465
1997,2001,LBR,39.704948,37.952808
1998,2002,LBR,13.269919,17.449398
1999,2003,LBR,22.794298,5.3787279
2000,2004,LBR,20.887003,1.5545597
2001,2005,LBR,15.147183,-3.1122317
2002,2006,LBR,15.815871,-2.0873427
2003,2007,LBR,16.54355,-.93291706
2004,2008,LBR,2.671165,6.5255151
2005,2009,LBR,1.8274213,7.0614138
2006,2010,LBR,1.6569613,7.2250075
2007,2011,LBR,1.6776764,7.2563748
2008,2012,LBR,1.2386395,6.9482865
2009,2013,LBR,1.4743413,7.2596736
2010,2014,LBR,3.3029931,6.3398819
2011,2015,LBR,3.810822,6.3998661
1997,2001,LBY,3.8481398,.95816755
1998,2002,LBY,2.9375286,.31916192
1999,2003,LBY,6.7863941,3.4933717
2000,2004,LBY,5.8931198,3.6870232
2001,2005,LBY,6.936646,5.3253264
2002,2006,LBY,5.6997786,6.9780116
2003,2007,LBY,3.7635424,8.4402447
2004,2008,LBY,3.4506092,6.3705158
2005,2009,LBY,4.7366066,5.3201613
2006,2010,LBY,3.0634212,3.9502735
2007,2011,LBY,29.368122,-9.7650204
2008,2012,LBY,59.828041,9.8618736
2009,2013,LBY,60.74831,6.6179247
2010,2014,LBY,62.322281,1.9759533
2011,2015,LBY,71.936722,1.2146192
1997,2001,LCA,3.7015879,2.0614383
1998,2002,LCA,3.7449129,1.9897883
1999,2003,LCA,3.3305562,1.6758515
2000,2004,LCA,4.4667764,2.8471925
2001,2005,LCA,4.6129317,1.8056778
2002,2006,LCA,4.3220778,4.0959573
2003,2007,LCA,4.1928673,4.2111588
2004,2008,LCA,4.2193375,3.8131211
2005,2009,LCA,3.708344,2.0793362
2006,2010,LCA,3.9060483,1.893384
2007,2011,LCA,1.6640856,.38922033
2008,2012,LCA,1.7712519,.05368346
2009,2013,LCA,.95416015,-.47725573
2010,2014,LCA,1.0424421,-.29531133
2011,2015,LCA,.77911335,.060053945
1997,2001,LIE,4.3653746,5.5768843
1998,2002,LIE,5.0787334,3.9330733
1999,2003,LIE,5.1031866,1.9933076
2000,2004,LIE,2.4258547,.5189575
2001,2005,LIE,2.9280479,.84053427
2002,2006,LIE,4.334085,2.7161465
2003,2007,LIE,3.8082862,3.5801229
2004,2008,LIE,2.6434782,4.3272538
2005,2009,LIE,3.6349931,3.4879227
2006,2010,LIE,4.1072168,3.1528847
2007,2011,LIE,2.2792935,1.3221897
2008,2012,LIE,2.0899034,.32030296
1997,2001,LKA,3.2059052,3.9718025
1998,2002,LKA,2.9153657,3.4836507
1999,2003,LKA,3.0922623,3.7320251
2000,2004,LKA,3.185813,3.9609227
2001,2005,LKA,3.2260756,4.0092726
2002,2006,LKA,1.3403615,5.8520055
2003,2007,LKA,.85332292,6.4184394
2004,2008,LKA,.85195756,6.420403
2005,2009,LKA,1.5434008,6.0391731
2006,2010,LKA,1.7864369,6.3940153
2007,2011,LKA,1.9413941,6.5412974
2008,2012,LKA,2.2740617,7.0108476
2009,2013,LKA,2.7984099,6.4999743
2010,2014,LKA,2.5767007,6.6837773
2011,2015,LKA,2.8483422,6.3507318
1997,2001,LSO,1.9700906,3.1202104
1998,2002,LSO,2.1659427,2.4095879
1999,2003,LSO,2.3340201,2.9990211
2000,2004,LSO,1.9256305,3.3769703
2001,2005,LSO,1.6574297,2.8898025
2002,2006,LSO,1.6735278,2.9054506
2003,2007,LSO,1.1600763,3.7456684
2004,2008,LSO,1.4338102,3.9541323
2005,2009,LSO,1.1819414,4.1673632
2006,2010,LSO,1.7273002,5.2046919
2007,2011,LSO,1.7644037,5.1529121
2008,2012,LSO,1.7527395,5.2049432
2009,2013,LSO,1.7491871,4.9504547
2010,2014,LSO,1.6886669,5.0066848
2011,2015,LSO,.57915175,4.2855697
1997,2001,LTU,3.8162477,4.9963722
1998,2002,LTU,3.5365605,4.6898761
1999,2003,LTU,4.3196101,5.3041539
2000,2004,LTU,2.3937082,6.8410988
2001,2005,LTU,1.7038825,7.6202474
2002,2006,LTU,1.6048497,7.7966499
2003,2007,LTU,2.0194042,8.661891
2004,2008,LTU,3.0282753,7.0797935
2005,2009,LTU,10.301218,2.8069444
2006,2010,LTU,9.9272327,1.5894266
2007,2011,LTU,9.7447767,1.3171197
2008,2012,LTU,8.3698778,-.13315019
2009,2013,LTU,8.4550848,.050183199
2010,2014,LTU,1.5967656,3.6195099
2011,2015,LTU,1.3291193,4.1144323
1997,2001,LUX,2.5714517,6.2888288
1998,2002,LUX,2.8447757,5.8254309
1999,2003,LUX,3.4038155,4.8066988
2000,2004,LUX,2.7489529,4.0048499
2001,2005,LUX,1.1937938,2.9597661
2002,2006,LUX,1.4076478,3.5513139
2003,2007,LUX,2.5898244,4.5062866
2004,2008,LUX,3.3457828,4.0581341
2005,2009,LUX,5.3505278,2.100513
2006,2010,LUX,5.5867162,2.5925577
2007,2011,LUX,5.4131894,2.0835757
2008,2012,LUX,4.1494384,.23503181
2009,2013,LUX,4.4504995,1.2729919
2010,2014,LUX,2.4989197,3.1622484
2011,2015,LUX,2.3857627,2.5336463
1997,2001,LVA,2.303494,6.0011525
1998,2002,LVA,1.7888098,5.6249199
1999,2003,LVA,2.1850116,6.0031934
2000,2004,LVA,1.2830701,7.1471992
2001,2005,LVA,1.623999,8.2073393
2002,2006,LVA,1.9499478,9.2963257
2003,2007,LVA,1.5210919,9.8660755
2004,2008,LVA,6.3154926,7.4616265
2005,2009,LVA,11.527105,2.9235396
2006,2010,LVA,10.885715,.027168894
2007,2011,LVA,9.5491915,-1.1109692
2008,2012,LVA,8.081666,-2.3020222
2009,2013,LVA,8.3539371,-.97816831
2010,2014,LVA,3.7310052,2.3634582
2011,2015,LVA,1.68322,3.8993928
1997,2001,MAC,4.1101093,.25999996
1998,2002,MAC,5.5907402,2.1006689
1999,2003,MAC,5.7226524,5.5378408
2000,2004,MAC,9.3817835,11.394239
2001,2005,MAC,9.0284739,11.965967
2002,2006,MAC,7.4723239,14.27043
2003,2007,MAC,6.8675585,15.355496
2004,2008,MAC,8.7638931,13.516518
2005,2009,MAC,5.9418454,8.4826117
2006,2010,MAC,10.381364,12.270677
2007,2011,MAC,11.16239,13.644466
2008,2012,MAC,11.32094,12.611899
2009,2013,MAC,10.25779,14.065186
2010,2014,MAC,10.901017,13.652102
2011,2015,MAC,8.8630171,10.190388
1997,2001,MAR,4.4337683,3.1283381
1998,2002,MAR,3.4121983,4.1938705
1999,2003,MAR,3.0082018,3.861388
2000,2004,MAR,2.362669,4.715878
2001,2005,MAR,1.9498733,4.9930668
2002,2006,MAR,2.0190706,5.034647
2003,2007,MAR,2.1622977,4.9125943
2004,2008,MAR,2.1047771,4.8338566
2005,2009,MAR,2.1216316,4.7222261
2006,2010,MAR,1.9777731,4.8896651
2007,2011,MAR,1.2521048,4.3868489
2008,2012,MAR,1.1535199,4.4476819
2009,2013,MAR,.8566106,4.2080932
2010,2014,MAR,1.1698574,3.8427668
2011,2015,MAR,1.350722,3.8495317
1997,2001,MCO,.77618229,3.0278037
1998,2002,MCO,1.1722736,2.7856536
1999,2003,MCO,1.2940618,2.3025069
2000,2004,MCO,1.1824476,2.1364961
2001,2005,MCO,.65054065,1.7335323
2002,2006,MCO,1.6464635,2.3058558
2003,2007,MCO,5.5490642,5.0170445
2004,2008,MCO,5.4007139,6.7995377
2005,2009,MCO,5.5750933,7.8818007
2006,2010,MCO,4.7677331,9.8772631
2007,2011,MCO,3.2402761,12.291222
1997,2001,MDA,4.9494443,-.020000005
1998,2002,MDA,6.0997543,1.22
1999,2003,MDA,4.578537,3.8400002
2000,2004,MDA,2.2808032,6.0020127
2001,2005,MDA,.70425892,7.0794454
2002,2006,MDA,1.2133067,6.81915
2003,2007,MDA,1.9052205,5.8727384
2004,2008,MDA,2.0796185,6.1057076
2005,2009,MDA,5.6121254,3.4257793
2006,2010,MDA,5.5433388,3.3471608
2007,2011,MDA,5.6941514,3.6703265
2008,2012,MDA,6.033052,2.9167378
2009,2013,MDA,6.3942423,3.2431297
2010,2014,MDA,3.7985413,5.3610458
2011,2015,MDA,4.2411256,4.9277892
1997,2001,MDG,.90913171,4.6125669
1998,2002,MDG,7.8692737,1.3391106
1999,2003,MDG,8.7386751,2.5096219
2000,2004,MDG,8.7794371,2.6291995
2001,2005,MDG,8.7701778,2.5977664
2002,2006,MDG,8.6840229,2.3987229
2003,2007,MDG,2.1022387,6.1815963
2004,2008,MDG,1.0221633,5.6503205
2005,2009,MDG,4.4785933,3.7961476
2006,2010,MDG,4.6982956,2.9281898
2007,2011,MDG,4.5698743,2.2145469
2008,2012,MDG,4.0596271,1.5719384
2009,2013,MDG,2.7744975,.5989356
2010,2014,MDG,1.2399569,2.0648634
2011,2015,MDG,.8350811,2.5153017
1999,2003,MDV,5.9734421,9.9576054
2000,2004,MDV,4.8539672,11.338426
2001,2005,MDV,10.730001,6.3528066
2002,2006,MDV,11.280797,9.21311
2003,2007,MDV,11.116362,10.224538
2004,2008,MDV,10.990086,9.8835955
2005,2009,MDV,12.504341,5.9612947
2006,2010,MDV,9.6286945,8.8746395
2007,2011,MDV,7.1340175,6.4856424
2008,2012,MDV,6.8409734,4.8267641
2009,2013,MDV,5.3989162,3.2713714
2010,2014,MDV,2.2908926,5.6697764
2011,2015,MDV,2.63853,5.5965519
1997,2001,MEX,2.9046745,3.8045452
1998,2002,MEX,2.6424026,2.4383509
1999,2003,MEX,2.3284535,1.7825166
2000,2004,MEX,2.5831223,2.1082568
2001,2005,MEX,2.0220451,1.6554768
2002,2006,MEX,1.9937361,2.7654781
2003,2007,MEX,1.3474115,3.3840623
2004,2008,MEX,1.3630064,3.3755167
2005,2009,MEX,3.7471156,1.5676394
2006,2010,MEX,4.0702081,2.0009496
2007,2011,MEX,3.9074562,1.7959635
2008,2012,MEX,3.9977913,1.9587733
2009,2013,MEX,3.9972556,1.9617646
2010,2014,MEX,1.5242268,3.3566577
2011,2015,MEX,1.2973965,2.8960412
1997,2001,MHL,5.4500151,-.086596586
1998,2002,MHL,4.1609693,1.725709
1999,2003,MHL,3.499028,2.3285751
2000,2004,MHL,2.7940552,2.7969222
2001,2005,MHL,2.21841,2.1688342
2002,2006,MHL,1.3392043,1.4808556
2003,2007,MHL,1.6372672,1.7049874
2004,2008,MHL,2.2605233,1.2930336
2005,2009,MHL,2.7801473,.83171242
2006,2010,MHL,3.0662963,1.1035047
2007,2011,MHL,3.0501299,.74935514
2008,2012,MHL,2.8453183,.56488919
2009,2013,MHL,2.5463228,1.4112364
2010,2014,MHL,2.0607805,1.6893795
2011,2015,MHL,1.7951664,1.0844251
1997,2001,MKD,3.153523,2.1279268
1998,2002,MKD,3.1506667,2.1387365
1999,2003,MKD,3.078501,1.9074337
2000,2004,MKD,3.1476095,1.9745139
2001,2005,MKD,3.1839945,2.0093622
2002,2006,MKD,1.6658031,3.6502166
2003,2007,MKD,1.5380433,4.6461082
2004,2008,MKD,.73431438,5.2960062
2005,2009,MKD,2.6776366,4.2893972
2006,2010,MKD,2.6918516,4.0164738
2007,2011,MKD,2.6914105,3.457047
2008,2012,MKD,2.529089,2.0711129
2009,2013,MKD,1.7888361,1.5098979
2010,2014,MKD,1.6583397,2.3351326
2011,2015,MKD,1.7972754,2.0792258
1997,2001,MLI,5.5235696,5.3360481
1998,2002,MLI,5.5400953,5.2333822
1999,2003,MLI,5.5449891,5.2425895
2000,2004,MLI,5.6865354,4.5525999
2001,2005,MLI,3.6351311,6.4343214
2002,2006,MLI,2.0099487,5.1137238
2003,2007,MLI,2.0118046,5.1100168
2004,2008,MLI,1.4599386,4.5823107
2005,2009,MLI,.72913003,5.0246716
2006,2010,MLI,.61291331,4.9610767
2007,2011,MLI,1.134331,4.4555225
2008,2012,MLI,2.2947969,3.6021154
2009,2013,MLI,2.2702987,2.9477701
2010,2014,MLI,2.9523287,3.4941368
2011,2015,MLI,3.0622759,2.9139478
1997,2001,MLT,3.2334087,4.0645719
1998,2002,MLT,3.1926429,3.5754938
1999,2003,MLT,3.3629987,2.5767906
2000,2004,MLT,3.3420036,1.5321512
2001,2005,MLT,2.228384,.91123307
2002,2006,MLT,1.7804821,1.665992
2003,2007,MLT,2.1075032,1.9595199
2004,2008,MLT,1.9591326,2.7131023
2005,2009,MLT,2.9303286,2.2537472
2006,2010,MLT,3.0191319,2.3806269
2007,2011,MLT,3.0521276,2.2158456
2008,2012,MLT,2.8384855,1.58
2009,2013,MLT,2.6640196,1.3800001
2010,2014,MLT,1.4773288,2.4250002
2011,2015,MLT,.96436512,1.8000001
1997,2001,MMR,3.5892529,9.5105782
1998,2002,MMR,2.9512124,10.785365
1999,2003,MMR,1.3478481,12.380921
2000,2004,MMR,1.155513,12.920277
2001,2005,MMR,1.2232077,12.713863
2002,2006,MMR,.99669498,13.170473
2003,2007,MMR,.14289872,13.74295
2010,2014,MMR,.18016261,8.3722687
2011,2015,MMR,.18016261,8.3722687
1997,2001,MNE,6.4074821,-.074999064
1998,2002,MNE,5.618896,.32000053
1999,2003,MNE,5.2180438,-.1600004
2000,2004,MNE,1.2490004,2.5999999
2001,2005,MNE,1.4395063,2.8185992
2002,2006,MNE,2.6087158,4.3118477
2003,2007,MNE,3.4035573,6.0634279
2004,2008,MNE,2.7597587,6.947948
2005,2009,MNE,6.3762717,4.936564
2006,2010,MNE,6.4728527,4.5907116
2007,2011,MNE,6.0816069,3.5231535
2008,2012,MNE,5.0062356,.84681332
2009,2013,MNE,4.1340022,.17209034
2010,2014,MNE,2.5449603,1.6602159
2011,2015,MNE,2.8925331,1.4593368
1997,2001,MNG,1.036015,2.8811584
1998,2002,MNG,1.2797779,3.0484114
1999,2003,MNG,2.2040892,3.7813509
2000,2004,MNG,3.6861877,5.2923584
2001,2005,MNG,2.8959587,6.5138788
2002,2006,MNG,2.1653931,7.634584
2003,2007,MNG,1.6645792,8.7375917
2004,2008,MNG,1.3590337,9.1167383
2005,2009,MNG,4.6009121,6.737937
2006,2010,MNG,4.5931649,6.5602365
2007,2011,MNG,6.7136188,8.3071451
2008,2012,MNG,6.9239945,8.7215052
2009,2013,MNG,7.049345,9.2703485
2010,2014,MNG,4.2796364,11.088848
2011,2015,MNG,3.8888578,12.26977
1997,2001,MOZ,4.4833956,8.9847736
1998,2002,MOZ,4.3632407,8.5751791
1999,2003,MOZ,3.9976847,7.5034213
