start,end,iso3,FiveYrSD,FiveYrAverageGDPgrowth
2000,2004,MOZ,3.9974527,7.5010638
2001,2005,MOZ,2.323,8.9094963
2002,2006,MOZ,1.2547187,8.335515
2003,2007,MOZ,1.2786553,8.0619154
2004,2008,MOZ,1.1704534,8.1370354
2005,2009,MOZ,1.4261644,7.8450904
2006,2010,MOZ,1.4037501,7.4385033
2007,2011,MOZ,.40935192,6.8918133
2008,2012,MOZ,.34217465,6.8462381
2009,2013,MOZ,.36763701,6.899334
2010,2014,MOZ,.21942204,7.0731535
2011,2015,MOZ,.047946893,7.1695089
1997,2001,MRT,4.3274126,1.6048648
1998,2002,MRT,3.1398861,2.5468049
1999,2003,MRT,3.5038707,3.1868947
2000,2004,MRT,2.9329228,2.7938144
2001,2005,MRT,3.334641,4.67378
2002,2006,MRT,6.7459302,8.0458403
2003,2007,MRT,6.2040038,8.4764071
2004,2008,MRT,7.0289855,7.4967499
2005,2009,MRT,8.0352125,6.1388488
2006,2010,MRT,7.8833566,5.2997036
2007,2011,MRT,2.4156456,2.4029722
2008,2012,MRT,2.9111848,3.0332096
2009,2013,MRT,2.8654394,3.9523292
2010,2014,MRT,.84402776,5.4445233
2011,2015,MRT,.87312126,5.6122298
1997,2001,MUS,2.7037294,5.1938138
1998,2002,MUS,2.9971428,4.478981
1999,2003,MUS,2.8683074,3.9962268
2000,2004,MUS,2.8321612,4.6232243
2001,2005,MUS,1.7327417,3.066179
2002,2006,MUS,1.7440103,3.3409956
2003,2007,MUS,1.8911388,4.0964327
2004,2008,MUS,1.9637983,4.4672794
2005,2009,MUS,1.8939719,3.9279222
2006,2010,MUS,1.17539,4.4996853
2007,2011,MUS,1.1828908,4.4874134
2008,2012,MUS,.97953439,3.9493136
2009,2013,MUS,.47224182,3.4870956
2010,2014,MUS,.40377265,3.5972991
2011,2015,MUS,.33465943,3.4715736
1997,2001,MWI,3.7180736,1.466213
1998,2002,MWI,3.5022871,1.0477291
1999,2003,MWI,3.8814733,1.3686785
2000,2004,MWI,4.1514649,1.7305504
2001,2005,MWI,4.1780915,1.9832904
2002,2006,MWI,1.6963856,3.3906841
2003,2007,MWI,2.9038856,4.9489679
2004,2008,MWI,3.29038,5.5167503
2005,2009,MWI,3.5967515,6.3535895
2006,2010,MWI,3.0291674,7.0923066
2007,2011,MWI,2.1147566,7.5494046
2008,2012,MWI,2.9421377,6.0282807
2009,2013,MWI,2.645807,5.4004984
2010,2014,MWI,1.7783171,4.7333312
2011,2015,MWI,1.6930747,4.2833238
1997,2001,MYS,6.6387286,3.0954962
1998,2002,MYS,6.3824797,2.7091451
1999,2003,MYS,3.0198166,5.338728
2000,2004,MYS,3.0758221,5.4678936
2001,2005,MYS,2.4430969,4.762548
2002,2006,MYS,.59094691,5.7759824
2003,2007,MYS,.58248544,5.9575419
2004,2008,MYS,.77667207,5.7661958
2005,2009,MYS,3.1861544,4.1067715
2006,2010,MYS,3.5087407,4.5255375
2007,2011,MYS,3.4891322,4.4673252
2008,2012,MYS,3.3991904,4.302259
2009,2013,MYS,3.3949919,4.2785954
2010,2014,MYS,1.0274141,5.7798543
2011,2015,MYS,.52763492,5.3683252
1997,2001,NAM,1.1414254,3.1102195
1998,2002,NAM,1.2973131,3.2239316
1999,2003,NAM,1.3765596,3.4135733
2000,2004,NAM,4.188169,5.1936274
2001,2005,NAM,4.3064346,5.0010428
2002,2006,NAM,3.7718852,6.1800885
2003,2007,NAM,3.6910276,6.5457749
2004,2008,NAM,3.9953132,6.2277784
2005,2009,NAM,2.9094741,3.8330631
2006,2010,NAM,2.9395373,4.5350604
2007,2011,NAM,2.6289446,4.1386929
2008,2012,NAM,2.3386166,3.828059
2009,2013,NAM,2.3495886,4.4341559
2010,2014,NAM,.57656729,5.6494198
2011,2015,NAM,.61637658,5.5519619
1997,2001,NCL,2.4949772,.45178956
1998,2002,NCL,2.7793162,-.066664673
1999,2003,NCL,.84848315,1.5001407
1997,2001,NER,5.0496259,3.6604602
1998,2002,NER,5.039804,3.7094915
1999,2003,NER,3.6680861,2.685039
2000,2004,NER,3.5293484,2.8187907
2001,2005,NER,2.6357486,4.0006924
2002,2006,NER,2.2941937,3.7398245
2003,2007,NER,2.2832139,3.7693141
2004,2008,NER,3.4887583,4.6268487
2005,2009,NER,3.7607102,4.4643145
2006,2010,NER,4.1480336,5.2381625
2007,2011,NER,4.3197494,4.5404425
2008,2012,NER,5.2577109,6.2738609
2009,2013,NER,4.9356685,5.2727976
2010,2014,NER,3.6288671,6.7953348
2011,2015,NER,4.065228,6.4018583
1997,2001,NGA,1.8547269,3.1442585
1998,2002,NGA,1.861462,3.3407369
1999,2003,NGA,3.5703077,4.8684459
2000,2004,NGA,12.685977,11.520753
2001,2005,NGA,12.940096,11.146068
2002,2006,NGA,12.551404,11.906048
2003,2007,NGA,12.125629,12.514798
2004,2008,NGA,12.440999,11.698013
2005,2009,NGA,1.7663639,6.3377419
2006,2010,NGA,.791035,7.2167563
2007,2011,NGA,1.0875688,6.5520406
2008,2012,NGA,1.4595119,6.0422168
2009,2013,NGA,1.4777447,5.8670473
2010,2014,NGA,1.3886639,5.7421074
2011,2015,NGA,.85896766,5.2176995
1997,2001,NIC,1.5620632,4.3553472
1998,2002,NIC,2.2646699,3.712805
1999,2003,NIC,2.3266008,3.4746153
2000,2004,NIC,1.7140115,3.1298552
2001,2005,NIC,1.7413279,3.1660168
2002,2006,NIC,1.7871269,3.4042618
2003,2007,NIC,1.13881,4.311028
2004,2008,NIC,1.011199,4.3772235
2005,2009,NIC,3.2060573,2.7629473
2006,2010,NIC,3.11255,2.5447276
2007,2011,NIC,3.496299,2.9606326
2008,2012,NIC,3.4709492,2.9294381
2009,2013,NIC,3.5402486,3.2612033
2010,2014,NIC,1.0988572,4.7536006
2011,2015,NIC,.77005726,5.144176
1997,2001,NLD,1.1220419,4.0480008
1998,2002,NLD,2.0620894,3.2087531
1999,2003,NLD,2.2489908,2.3604546
2000,2004,NLD,1.6787295,1.7562572
2001,2005,NLD,1.0498874,1.3405778
2002,2006,NLD,1.4274082,1.6194524
2003,2007,NLD,1.3774984,2.3384211
2004,2008,NLD,.91887182,2.6214488
2005,2009,NLD,3.0464745,1.4617907
2006,2010,NLD,3.0217831,1.3102499
2007,2011,NLD,2.7876685,.93924779
2008,2012,NLD,2.3944328,-.011854338
2009,2013,NLD,2.195261,-.4507421
2010,2014,NLD,1.2088315,.50500035
2011,2015,NLD,1.2698883,.28058487
1997,2001,NOR,1.3420242,3.0426004
1998,2002,NOR,.66951609,2.2732053
1999,2003,NOR,.85442418,1.9322942
2000,2004,NOR,1.2514108,2.3214405
2001,2005,NOR,1.1734035,2.2053275
2002,2006,NOR,1.1736612,2.2672803
2003,2007,NOR,1.097198,2.5656917
2004,2008,NOR,1.3045723,2.4585845
2005,2009,NOR,1.9352655,1.3422704
2006,2010,NOR,1.8073529,.93771315
2007,2011,NOR,1.6229783,.65245056
2008,2012,NOR,1.5602938,.61625111
2009,2013,NOR,1.5551937,.68782109
2010,2014,NOR,.96358931,1.454047
2011,2015,NOR,.96719486,1.667075
1997,2001,NPL,1.1509278,4.6954675
1998,2002,NPL,2.3048086,3.7097983
1999,2003,NPL,2.2721474,3.8955281
2000,2004,NPL,2.290643,3.9495342
2001,2005,NPL,1.9146963,3.4053705
2002,2006,NPL,1.7542554,3.1183407
2003,2007,NPL,.55692399,3.7765994
2004,2008,NPL,1.1936581,4.2085199
2005,2009,NPL,1.1806133,4.1786146
2006,2010,NPL,1.1330637,4.4460616
2007,2011,NPL,1.119621,4.4575043
2008,2012,NPL,.95522273,4.7314305
2009,2013,NPL,.58018184,4.3362784
2010,2014,NPL,.750772,4.5057793
2011,2015,NPL,.843409,4.4281206
1997,2001,NZL,1.8208355,2.857502
1998,2002,NZL,1.9302955,3.4392216
1999,2003,NZL,1.1217093,4.2449937
2000,2004,NZL,.86961758,3.9052205
2001,2005,NZL,.68600601,4.0346489
2002,2006,NZL,.87219483,3.9015021
2003,2007,NZL,.74530393,3.5163288
2004,2008,NZL,2.2082989,2.2670057
2005,2009,NZL,2.2437348,1.4534012
2006,2010,NZL,1.9704484,1.0595485
2007,2011,NZL,1.8648257,.95050597
2008,2012,NZL,1.6777823,.79423469
2009,2013,NZL,1.1105949,1.6122471
2010,2014,NZL,.56434447,2.2627573
2011,2015,NZL,.37896967,2.4680722
1997,2001,OED,.99185932,2.9734123
1998,2002,OED,1.1003165,2.5889006
1999,2003,OED,1.1272168,2.4480996
2000,2004,OED,1.1067679,2.4255154
2001,2005,OED,.74949175,2.163795
2002,2006,OED,.67575717,2.4818735
2003,2007,OED,.4557887,2.6813905
2004,2008,OED,1.2196665,2.318531
2005,2009,OED,2.7629745,.97089273
2006,2010,OED,2.8056405,1.0240065
2007,2011,OED,2.6379359,.77432013
2008,2012,OED,2.4727585,.51033568
2009,2013,OED,2.4939442,.75911093
2010,2014,OED,.64946353,1.8199606
2011,2015,OED,.24215873,1.5450708
1997,2001,OMN,2.484911,3.686974
1998,2002,OMN,2.825527,2.2601585
1999,2003,OMN,3.5511496,1.1978972
2000,2004,OMN,3.4749265,1.481281
2001,2005,OMN,2.8397663,.8990981
2002,2006,OMN,3.1331224,1.0770209
2003,2007,OMN,3.1524348,2.1876729
2004,2008,OMN,2.6778371,4.3614058
2005,2009,OMN,2.1024816,5.3254743
2006,2010,OMN,1.487288,5.7879529
2007,2011,OMN,3.451129,4.4953341
2008,2012,OMN,3.638063,5.020927
2009,2013,OMN,3.1776524,4.1635442
2010,2014,OMN,3.0054719,3.5198946
2011,2015,OMN,3.3701618,3.1991553
1997,2001,OSS,2.4278574,4.4164667
1998,2002,OSS,1.3467343,3.639199
1999,2003,OSS,1.4030409,3.8610163
2000,2004,OSS,1.7796602,5.1856613
2001,2005,OSS,1.5899897,5.4515333
2002,2006,OSS,1.6007501,5.40238
2003,2007,OSS,1.797731,6.1827669
2004,2008,OSS,1.7892375,6.1904626
2005,2009,OSS,3.6777382,4.1668477
2006,2010,OSS,3.66413,4.1134224
2007,2011,OSS,3.6520784,4.0707154
2008,2012,OSS,2.9344463,3.3170331
2009,2013,OSS,2.8615963,3.1391656
2010,2014,OSS,.52298152,4.2723842
2011,2015,OSS,.51748639,4.1518307
1997,2001,PAK,1.297501,2.6934669
1998,2002,PAK,.89719397,3.1354737
1999,2003,PAK,1.0897154,3.5946913
2000,2004,PAK,2.0147769,4.3363791
2001,2005,PAK,2.500236,5.0178223
2002,2006,PAK,1.8450401,5.8568339
2003,2007,PAK,1.3433514,6.1785111
2004,2008,PAK,2.4243565,5.5495281
2005,2009,PAK,2.4223542,4.6421456
2006,2010,PAK,2.0116777,3.430023
2007,2011,PAK,1.2991663,2.7441952
2008,2012,PAK,.80922389,2.4790385
2009,2013,PAK,1.0196391,3.0122073
2010,2014,PAK,1.2627892,3.3935466
2011,2015,PAK,.89209217,3.84026
1997,2001,PAN,2.7573121,4.201869
1998,2002,PAN,2.5307097,3.3554485
1999,2003,PAN,1.4565207,2.7283008
2000,2004,PAN,2.6198099,3.4492755
2001,2005,PAN,3.0377147,4.3444567
2002,2006,PAN,2.6241667,5.9351544
2003,2007,PAN,2.847472,7.9119091
2004,2008,PAN,1.9582585,8.9001369
2005,2009,PAN,2.9659622,8.1905537
2006,2010,PAN,3.1344776,7.9226732
2007,2011,PAN,3.3925045,8.3711596
2008,2012,PAN,2.9521441,7.9980483
2009,2013,PAN,2.895685,7.8391266
2010,2014,PAN,2.2615654,8.2766342
2011,2015,PAN,2.0904052,8.8828249
1997,2001,PER,2.6575594,2.1784194
1998,2002,PER,2.2523854,1.9738119
1999,2003,PER,1.9586644,2.8851242
2000,2004,PER,1.9564993,3.5778072
2001,2005,PER,2.1955616,4.2959795
2002,2006,PER,1.2895815,5.6781764
2003,2007,PER,1.7881821,6.2911119
2004,2008,PER,1.6916572,7.2867713
2005,2009,PER,3.2355719,6.5049624
2006,2010,PER,3.3419876,6.9380774
2007,2011,PER,3.3290689,6.7227573
2008,2012,PER,3.1774168,6.2091379
2009,2013,PER,2.7245588,5.5345821
2010,2014,PER,2.2009053,5.7947865
2011,2015,PER,1.8760136,5.130796
1997,2001,PHL,2.212364,2.9991543
1998,2002,PHL,1.9198307,2.6912615
1999,2003,PHL,.88084555,3.8006787
2000,2004,PHL,1.4460849,4.5238209
2001,2005,PHL,1.4482354,4.5971107
2002,2006,PHL,1.0957327,5.0669031
2003,2007,PHL,.92465454,5.661057
2004,2008,PHL,1.127404,5.4975357
2005,2009,PHL,2.0248792,4.3876743
2006,2010,PHL,2.5072925,4.9585948
2007,2011,PHL,2.5617809,4.6419554
2008,2012,PHL,2.5748622,4.6553836
2009,2013,PHL,2.7541595,5.2358866
2010,2014,PHL,1.5385888,6.2326889
2011,2015,PHL,1.5297612,5.8827953
1997,2001,PLW,4.9010811,-.2682533
1998,2002,PLW,5.9052486,.69670469
1999,2003,PLW,6.28057,-.63948935
2000,2004,PLW,6.3873858,1.8494716
2001,2005,PLW,4.9182281,3.447535
2002,2006,PLW,5.276948,2.0255103
2003,2007,PLW,4.4516039,.61181587
2004,2008,PLW,4.4504061,.61262202
2005,2009,PLW,5.0871644,-2.9449174
2006,2010,PLW,4.9075174,-3.0843122
2007,2011,PLW,7.1439614,-1.0513226
2008,2012,PLW,7.5899711,-.14883697
2009,2013,PLW,7.2815456,.37974465
2010,2014,PLW,4.3534789,4.1187081
2011,2015,PLW,4.7968044,4.7010794
1997,2001,PNG,2.4952836,-1.686816
1998,2002,PNG,2.2088976,-.93771809
1999,2003,PNG,1.8762194,.24892509
2000,2004,PNG,2.0893602,.4220494
2001,2005,PNG,2.6647954,2.1899769
2002,2006,PNG,2.34021,2.6731281
2003,2007,PNG,2.4111695,4.1352606
2004,2008,PNG,2.3207576,5.0246315
2005,2009,PNG,1.9458553,5.708693
2006,2010,PNG,2.1360586,5.9746003
2007,2011,PNG,1.7832843,7.6495728
2008,2012,PNG,1.7670085,7.836729
2009,2013,PNG,2.0026932,7.6220198
2010,2014,PNG,1.8396959,8.1005039
2011,2015,PNG,2.1064105,8.2070465
1997,2001,POL,2.1092014,4.4114437
1998,2002,POL,1.8083605,3.2828875
1999,2003,POL,1.5708566,2.9990671
2000,2004,POL,1.7345439,3.1213586
2001,2005,POL,1.6445465,2.9788096
2002,2006,POL,1.8046597,3.9762945
2003,2007,POL,1.611203,5.1279297
2004,2008,POL,1.5301943,5.199501
2005,2009,POL,1.916453,4.6992121
2006,2010,POL,1.8947186,4.7295694
2007,2011,POL,1.7332296,4.4927263
2008,2012,POL,1.3140522,3.3647337
2009,2013,POL,1.5490103,2.8335998
2010,2014,POL,1.5580814,2.9735675
2011,2015,POL,1.7371371,2.792248
1997,2001,PRI,3.5418141,4.6658931
1998,2002,PRI,3.7377033,4.3894434
1999,2003,PRI,3.6871736,3.2788904
2000,2004,PRI,3.7147126,3.2178011
2001,2005,PRI,3.8447444,3.0290303
2002,2006,PRI,1.1068194,.88122606
2003,2007,PRI,2.0373268,-.13856782
2004,2008,PRI,1.9872261,-.73691261
2005,2009,PRI,1.4829799,-1.5613188
2006,2010,PRI,.91398805,-2.1975446
2007,2011,PRI,.61738122,-2.3977234
2008,2012,PRI,.43091321,-2.2870829
2009,2013,PRI,.88446999,-2.0427897
2010,2014,PRI,1.0004143,-1.9632088
2011,2015,PRI,1.1046103,-1.7467682
1997,2001,PRT,1.0983722,3.7673988
1998,2002,PRT,1.6361494,3.0359161
1999,2003,PRT,2.0511835,1.8907206
2000,2004,PRT,1.7308396,1.4753946
2001,2005,PRT,1.1526719,.87125289
2002,2006,PRT,1.0723459,.7932021
2003,2007,PRT,1.3125492,1.1378435
2004,2008,PRT,.89745671,1.3645391
2005,2009,PRT,2.0791943,.40660173
2006,2010,PRT,2.1870387,.63298273
2007,2011,PRT,2.3479812,-.042998161
2008,2012,PRT,2.3981955,-1.3470501
2009,2013,PRT,2.2532098,-1.6129357
2010,2014,PRT,2.3329816,-.83615518
2011,2015,PRT,2.0348616,-1.5198667
1997,2001,PRY,2.5452065,-.040745758
1998,2002,PRY,.99123621,-.8935284
1999,2003,PRY,2.5776527,-.04298548
2000,2004,PRY,2.9898615,1.0417126
2001,2005,PRY,2.3308251,1.9312391
2002,2006,PRY,1.9993892,3.0594747
2003,2007,PRY,1.2402486,4.1480794
2004,2008,PRY,1.5953643,4.5557532
2005,2009,PRY,4.1735306,2.9511299
2006,2010,PRY,6.0794792,5.1430335
2007,2011,PRY,6.0894427,5.0500908
2008,2012,PRY,6.6870546,3.7179728
2009,2013,PRY,8.1634979,5.2534046
2010,2014,PRY,6.4568696,6.9910107
2011,2015,PRY,6.3303967,5.4655128
1997,2001,PSE,17.162031,10.322533
1998,2002,PSE,15.810803,5.2254252
1999,2003,PSE,11.521498,1.8797746
2000,2004,PSE,8.7277393,.062997319
2001,2005,PSE,7.727181,4.2485046
2002,2006,PSE,7.0989056,4.6241727
2003,2007,PSE,7.1646686,4.5638232
2004,2008,PSE,8.5775089,.99632221
2005,2009,PSE,12.255397,3.4075215
2006,2010,PSE,11.493568,1.6657979
2007,2011,PSE,11.154727,4.1529312
2008,2012,PSE,11.334352,7.3677769
2009,2013,PSE,9.8312988,8.2633486
2010,2014,PSE,7.420876,3.7795181
2011,2015,PSE,8.5181808,4.1400318
1997,2001,PSS,2.5216231,1.2185198
1998,2002,PSS,2.1067464,1.9072242
1999,2003,PSS,2.1068182,1.8837808
2000,2004,PSS,1.8612199,1.7455058
2001,2005,PSS,1.1473603,2.3050096
2002,2006,PSS,1.0227448,2.4874828
2003,2007,PSS,1.2156044,2.262605
2004,2008,PSS,1.228618,2.2362902
2005,2009,PSS,1.6016477,1.0346614
2006,2010,PSS,1.7894127,1.2370156
2007,2011,PSS,1.7026827,.91219926
2008,2012,PSS,1.760372,1.0816306
2009,2013,PSS,1.9540865,1.3366569
2010,2014,PSS,1.4465919,2.5895021
2011,2015,PSS,1.6582848,2.5117893
1997,2001,PYF,1.7557017,4.0250015
1998,2002,PYF,1.2701668,4.7333336
1999,2003,PYF,3.0345732e-06,4.0000029
1998,2002,QAT,2.322114,5.5401692
1999,2003,QAT,1.949486,4.9334326
2000,2004,QAT,7.3179522,8.5048037
2001,2005,QAT,6.3536735,8.3023939
2002,2006,QAT,9.5148678,12.756806
2003,2007,QAT,9.1522102,14.917507
2004,2008,QAT,6.6768761,17.706226
2005,2009,QAT,7.0452957,16.253756
2006,2010,QAT,5.0905757,18.67367
2007,2011,QAT,3.2706444,16.114656
2008,2012,QAT,5.7262788,13.493439
2009,2013,QAT,6.304039,10.877063
2010,2014,QAT,6.9401407,9.2813816
2011,2015,QAT,4.4634676,6.7036443
1997,2001,ROU,4.0195584,.13642681
1998,2002,ROU,3.3755524,2.136503
1999,2003,ROU,2.6280844,3.6588078
2000,2004,ROU,2.114311,5.4108396
2001,2005,ROU,1.5564514,5.7661958
2002,2006,ROU,1.8498099,6.2589073
2003,2007,ROU,1.7559776,6.5948205
2004,2008,ROU,1.7986366,7.1817617
2005,2009,ROU,6.461206,4.0966702
2006,2010,ROU,6.8191743,3.1026018
2007,2011,ROU,6.242239,1.7027485
2008,2012,ROU,5.5364461,.45819604
2009,2013,ROU,3.9744916,-.52728039
2010,2014,ROU,1.729136,1.4415542
2011,2015,ROU,1.3768967,2.001559
1997,2001,RUS,5.8103943,3.5183969
1998,2002,RUS,5.6969376,4.1871309
1999,2003,RUS,2.106406,6.7063017
2000,2004,RUS,2.1067815,6.8614917
2001,2005,RUS,1.1739885,6.1367288
2002,2006,RUS,1.2858949,6.7490187
2003,2007,RUS,.85260451,7.5073004
2004,2008,RUS,1.3349998,7.0977201
2005,2009,RUS,6.7953396,4.0983534
2006,2010,RUS,6.6891918,3.7238612
2007,2011,RUS,6.2575297,2.9460101
2008,2012,RUS,5.4849286,1.9201034
2009,2013,RUS,5.1610465,1.1386722
2010,2014,RUS,1.7465082,2.8309464
2011,2015,RUS,1.703274,2.4127517
1997,2001,RWA,2.5044963,9.4554358
1998,2002,RWA,2.3558841,9.3875904
1999,2003,RWA,4.2991695,7.9061241
2000,2004,RWA,4.3204832,7.7791829
2001,2005,RWA,4.3223681,7.4978423
2002,2006,RWA,4.3679075,7.6111054
2003,2007,RWA,2.9391646,6.4315701
2004,2008,RWA,1.821548,8.3737955
2005,2009,RWA,1.9733878,8.2381153
2006,2010,RWA,1.9132959,8.3182487
2007,2011,RWA,1.8463886,8.0415812
2008,2012,RWA,1.8529774,8.2766809
2009,2013,RWA,1.5745864,6.9810915
2010,2014,RWA,1.5258068,7.1201878
2011,2015,RWA,1.7574636,7.0720673
1997,2001,SAU,2.1745794,2.0181794
1998,2002,SAU,2.2882204,1.5251843
1999,2003,SAU,3.6125066,2.4901333
2000,2004,SAU,4.1065197,4.4906731
2001,2005,SAU,4.2958565,4.9689684
2002,2006,SAU,3.5206695,5.9747891
2003,2007,SAU,1.4589059,7.1477103
2004,2008,SAU,1.5629303,7.3012891
2005,2009,SAU,2.4937384,5.8162832
2006,2010,SAU,2.380636,5.3174558
2007,2011,SAU,3.1743138,6.193893
2008,2012,SAU,3.1955326,6.0723243
2009,2013,SAU,3.1720521,4.9208736
2010,2014,SAU,2.814168,5.2827783
2011,2015,SAU,3.2320788,5.4130025
1997,2001,SDN,2.8432453,6.165113
1998,2002,SDN,1.5494825,5.3372202
1999,2003,SDN,1.7280842,6.022438
2000,2004,SDN,1.4038185,6.1782799
2001,2005,SDN,1.5258582,6.4070539
2002,2006,SDN,2.2438488,7.1198435
2003,2007,SDN,2.9089043,8.1387711
2004,2008,SDN,2.9067192,8.1522455
2005,2009,SDN,3.1465039,8.0239534
2006,2010,SDN,3.7692301,7.219873
2007,2011,SDN,5.1038127,4.8134651
2008,2012,SDN,4.2085814,2.0661428
2009,2013,SDN,2.9756453,1.1657501
2010,2014,SDN,2.9514818,1.1373806
2011,2015,SDN,3.0576389,.55439198
1997,2001,SEN,1.4962889,4.6300206
1998,2002,SEN,2.3059952,4.1361747
1999,2003,SEN,2.4763093,4.2930861
2000,2004,SEN,2.3821316,4.195272
2001,2005,SEN,2.3733606,4.6824656
2002,2006,SEN,2.576582,4.2585964
2003,2007,SEN,1.6093509,5.1153326
2004,2008,SEN,1.4277465,4.515192
2005,2009,SEN,1.441838,3.8256724
2006,2010,SEN,1.0948883,3.5370238
2007,2011,SEN,1.2936611,3.3969333
2008,2012,SEN,1.1385667,3.2818766
2009,2013,SEN,1.1335709,3.2698178
2010,2014,SEN,1.169631,3.7292907
2011,2015,SEN,1.3189566,3.6167727
1997,2001,SGP,5.2456155,4.0212693
1998,2002,SGP,4.704844,3.2053833
1999,2003,SGP,3.5948164,4.5374947
2000,2004,SGP,4.2425027,5.2282891
2001,2005,SGP,3.9763896,4.9466114
2002,2006,SGP,2.4753196,6.9091086
2003,2007,SGP,2.0785632,7.8890767
2004,2008,SGP,3.2085443,7.3595352
2005,2009,SGP,4.4490938,5.3290224
2006,2010,SGP,6.3389711,6.8792667
2007,2011,SGP,6.2419963,6.3487172
2008,2012,SGP,6.1305761,5.2092838
2009,2013,SGP,5.8695083,5.7404027
2010,2014,SGP,5.0755296,6.4447579
2011,2015,SGP,1.4537706,4.2458534
1997,2001,SLB,6.5668397,-4.476891
1998,2002,SLB,6.4364333,-4.7489567
1999,2003,SLB,7.8282118,-3.8057296
2000,2004,SLB,8.7185268,-2.7295353
2001,2005,SLB,6.3212371,1.2081997
2002,2006,SLB,3.9941499,4.1932425
2003,2007,SLB,1.0248393,6.2172432
2004,2008,SLB,1.0977381,6.3361421
2005,2009,SLB,5.1631489,4.4108934
2006,2010,SLB,5.2761378,4.7057662
2007,2011,SLB,6.4572725,5.9021311
2008,2012,SLB,6.4207091,5.3702536
2009,2013,SLB,6.406045,4.5542316
2010,2014,SLB,4.4581227,5.8012915
2011,2015,SLB,5.0991063,5.5277252
1997,2001,SLE,5.6631031,-1.311789
1998,2002,SLE,12.859324,5.1173425
1999,2003,SLE,12.815919,6.6368165
2000,2004,SLE,11.923722,8.3161812
2001,2005,SLE,12.049135,7.8521323
2002,2006,SLE,9.0730152,10.385363
2003,2007,SLE,2.0058935,6.7433124
2004,2008,SLE,1.3930802,5.9467707
2005,2009,SLE,1.8076885,5.3006244
2006,2010,SLE,1.7269967,5.5034566
2007,2011,SLE,1.7797955,5.3053465
2008,2012,SLE,4.8646955,6.7556067
2009,2013,SLE,7.827754,9.8580294
2010,2014,SLE,7.5452847,10.142689
2011,2015,SLE,8.1439705,11.3417
1997,2001,SLV,1.0818728,3.0611513
1998,2002,SLV,.87604064,2.6800473
1999,2003,SLV,.64272499,2.3903096
2000,2004,SLV,.27911633,2.0705972
2001,2005,SLV,.73039234,2.3526294
2002,2006,SLV,.89168024,2.793232
2003,2007,SLV,.95152068,3.0930204
2004,2008,SLV,1.2339263,2.8878582
2005,2009,SLV,3.0124049,1.8911418
2006,2010,SLV,2.8642027,1.4515357
2007,2011,SLV,2.5870833,1.1125131
2008,2012,SLV,2.1884477,.72075111
2009,2013,SLV,2.2391002,.83536297
2010,2014,SLV,.30876103,1.8523611
2011,2015,SLV,.16750008,1.9742554
1997,2001,SMR,3.0567565,5.3584414
1998,2002,SMR,3.6671059,4.9281025
1999,2003,SMR,3.3728073,4.2059436
2000,2004,SMR,2.1182809,3.3127975
2001,2005,SMR,2.1007791,3.3402727
2002,2006,SMR,1.7438011,2.9897523
2003,2007,SMR,.84055215,3.6378734
2004,2008,SMR,1.1145287,3.235779
2005,2009,SMR,.9313823,2.8918111
2006,2010,SMR,1.0408517,3.0823531
2007,2011,SMR,1.1276342,2.6960919
1997,2001,SRB,8.2053156,2.0441251
1998,2002,SRB,8.1945524,2.0303161
1999,2003,SRB,8.2665491,2.4273076
2000,2004,SRB,1.9319214,6.6659274
2001,2005,SRB,1.8719087,6.2221713
2002,2006,SRB,1.8867761,6.2044983
2003,2007,SRB,1.8171281,5.9590926
2004,2008,SRB,1.6579233,6.1493464
2005,2009,SRB,3.8360848,3.7168496
2006,2010,SRB,3.8870366,2.7256598
2007,2011,SRB,3.7077277,2.0250831
2008,2012,SRB,3.1532366,.64427704
2009,2013,SRB,2.2149053,.085287176
2010,2014,SRB,1.77751,.34592518
2011,2015,SRB,2.0467074,.28628695
2006,2010,SSD,.31945288,5.267529
2007,2011,SSD,5.7247558,1.9649137
2008,2012,SSD,24.474026,-10.046845
2009,2013,SSD,23.593733,-5.41153
2010,2014,SSD,23.420135,-5.7451286
2011,2015,SSD,26.052063,-8.5547647
1997,2001,SST,.82224119,3.6889634
1998,2002,SST,.36571765,3.4587297
1999,2003,SST,.79081517,3.845696
2000,2004,SST,1.1289849,4.472281
2001,2005,SST,1.0284381,4.620872
2002,2006,SST,.9300164,5.0631213
2003,2007,SST,.69222045,5.383986
2004,2008,SST,1.2750556,4.9648895
2005,2009,SST,3.4940503,3.186949
2006,2010,SST,3.4363739,2.8521559
2007,2011,SST,3.0502453,2.3018103
2008,2012,SST,2.5342321,1.7756364
2009,2013,SST,2.495542,1.7059729
2010,2014,SST,.15427306,2.8106709
2011,2015,SST,.14930759,2.8483024
1998,2002,STP,.57491726,2.7834053
1999,2003,STP,2.2256386,4.046761
2000,2004,STP,1.8203895,3.9931276
2001,2005,STP,2.0995622,4.613256
2002,2006,STP,2.6858656,5.798399
2003,2007,STP,2.4223406,5.9737444
2004,2008,STP,2.6213517,6.2962842
2005,2009,STP,2.5791535,6.333003
2006,2010,STP,2.6503074,5.8102565
2007,2011,STP,1.9012376,4.9528446
2008,2012,STP,1.6842613,5.2199526
2009,2013,STP,.32297033,4.4199333
2010,2014,STP,.23159485,4.5124798
2011,2015,STP,.26660156,4.5205898
1997,2001,SUR,2.8733623,2.1828051
