"","country","year","iso3","eb_econgood","gdpgrowth","unemployment","inflation","lfp","lfp_men","manufacturing","trade","gini","wage_growth"
"1","Albania",2016,"ALB",34.5559844970703,3.46000003814697,16.3330001831055,-0.25373187661171,50.3269996643066,60.7939987182617,5.9611496925354,74.3199462890625,NA,NA
"2","Albania",2015,"ALB",41.5597229003906,2.58999991416931,17.0799999237061,0.293880015611649,50.3059997558594,60.6609992980957,6.12919044494629,71.7793579101562,NA,NA
"3","Albania",2014,"ALB",27.6315784454346,1.79999995231628,17.4899997711182,1.42233741283417,50.3779983520508,60.632999420166,5.48394870758057,75.4557037353516,NA,NA
"4","Austria",2016,"AUT",59.161792755127,1.48073077201843,6.10900020599365,1.28006494045258,60.1870002746582,65.9219970703125,18.7203407287598,100.66813659668,NA,NA
"5","Austria",2015,"AUT",50.9471588134766,0.963058412075043,5.72300004959106,1.88738942146301,60.2379989624023,66.0250015258789,18.9064292907715,102.112174987793,NA,0.715541362762451
"6","Austria",2014,"AUT",49.9030990600586,0.644844830036163,5.61999988555908,1.78624498844147,60.226001739502,66.0739974975586,18.5372543334961,102.732330322266,0.280000001192093,0.235767111182213
"7","Austria",2013,"AUT",60.7558135986328,0.124223545193672,5.33500003814697,1.58367359638214,60.984001159668,67.2809982299805,18.6473960876465,103.802947998047,NA,0.101855762302876
"8","Austria",2012,"AUT",64.1851119995117,0.745756089687347,4.86499977111816,1.98919785022736,60.9410018920898,67.6620025634766,18.9329299926758,105.000007629395,0.275999993085861,0.569643974304199
"9","Austria",2011,"AUT",61.2774467468262,2.80799984931946,4.56400012969971,1.89159059524536,60.6570014953613,67.6460037231445,18.7667064666748,104.82389831543,NA,-1.0971360206604
"10","Austria",2010,"AUT",60.9000015258789,1.92867302894592,4.82000017166138,1.00083041191101,60.5209999084473,67.6480026245117,18.673641204834,98.6830825805664,NA,-0.413416355848312
"11","Austria",2009,"AUT",35.7988166809082,-3.79907512664795,5.30100011825562,1.9045113325119,60.7690010070801,67.9489974975586,18.4620742797852,86.8070449829102,NA,1.53665482997894
"12","Austria",2008,"AUT",60,1.54726386070251,4.12799978256226,1.81881594657898,60.6189994812012,68.4189987182617,19.5950469970703,102.125053405762,NA,1.73619055747986
"13","Austria",2007,"AUT",82.8571395874023,3.62151050567627,4.85799980163574,2.25198793411255,60.4739990234375,68.7730026245117,20.4519939422607,100.818832397461,0.284999996423721,0.503295719623566
"14","Austria",2006,"AUT",69.1625595092773,3.3508312702179,5.24300003051758,1.9086354970932,59.632999420166,67.7460021972656,20.0696754455566,98.2302551269531,NA,1.44882464408875
"15","Austria",2005,"AUT",59.5999984741211,2.14068269729614,5.62799978256226,2.56790399551392,58.9620018005371,67.3109970092773,19.6902885437012,94.1620101928711,NA,0.460865497589111
"16","Belgium",2016,"BEL",48.8736534118652,1.19297885894775,8.25599956512451,1.55846750736237,53.5130004882812,59.0830001831055,14.2375936508179,166.5224609375,NA,NA
"17","Belgium",2015,"BEL",47.1386985778809,1.47605895996094,8.48200035095215,0.868917405605316,53.5989990234375,59.2560005187988,14.2712068557739,164.227401733398,NA,-0.0909069702029228
"18","Belgium",2014,"BEL",30.2999992370605,1.64618337154388,8.52299976348877,0.657338857650757,53.6040000915527,59.3170013427734,13.9901752471924,165.491012573242,0.26800000667572,0.350868999958038
"19","Belgium",2013,"BEL",43.4618988037109,-0.0623492151498795,8.42500019073486,1.15494024753571,53.5690002441406,59.6500015258789,13.9999485015869,162.470932006836,NA,0.735172808170319
"20","Belgium",2012,"BEL",19.7866153717041,0.137051656842232,7.54199981689453,2.07426190376282,53.2249984741211,59.6679992675781,14.0785350799561,163.995101928711,0.26800000667572,0.776500761508942
"21","Belgium",2011,"BEL",29.7665367126465,1.79663002490997,7.1399998664856,2.00330305099487,53.1710014343262,59.6319999694824,14.250509262085,162.753952026367,NA,0.891231417655945
"22","Belgium",2010,"BEL",31.8045864105225,2.69514465332031,8.29199981689453,1.93194079399109,54.0880012512207,60.773998260498,14.7209787368774,151.100112915039,NA,-0.581173777580261
"23","Belgium",2009,"BEL",22.4032592773438,-2.2851128578186,7.90799999237061,0.810985147953033,53.5139999389648,60.382999420166,14.2839317321777,136.356628417969,NA,0.855193614959717
"24","Belgium",2008,"BEL",28,0.747284173965454,6.97599983215332,1.95140492916107,53.75,60.8800010681152,15.867057800293,158.907943725586,NA,0.310850858688354
"25","Belgium",2007,"BEL",64.9706420898438,3.39749312400818,7.45800018310547,2.05846571922302,53.7470016479492,61.2120018005371,16.8979740142822,151.163436889648,0.280000001192093,-0.458143442869186
"26","Belgium",2006,"BEL",66.101692199707,2.49913501739502,8.24600028991699,2.3167781829834,53.201000213623,60.9140014648438,17.0025978088379,147.693939208984,NA,0.411859631538391
"27","Belgium",2005,"BEL",39.4000015258789,2.09448504447937,8.4399995803833,2.13581585884094,53.382999420166,61.4440002441406,17.6408920288086,143.376327514648,NA,-0.622322201728821
"28","Bulgaria",2016,"BGR",13.7351779937744,3.44253206253052,8.00100040435791,1.10699212551117,54.1220016479492,60.1240005493164,NA,124.072944641113,NA,NA
"29","Bulgaria",2015,"BGR",8.69565200805664,3.61744260787964,9.14299964904785,2.20583987236023,54.1609992980957,60.1450004577637,15.5130786895752,128.066635131836,NA,NA
"30","Bulgaria",2014,"BGR",6.36815929412842,1.32884967327118,11.423999786377,0.452057957649231,54.1259994506836,60.0460014343262,15.1852321624756,130.967910766602,NA,NA
"31","Bulgaria",2013,"BGR",4.38169431686401,0.862092733383179,12.9409999847412,-0.702844440937042,53.8380012512207,59.5699996948242,14.6815042495728,129.71484375,NA,NA
"32","Bulgaria",2012,"BGR",6.96078443527222,0.0309436079114676,12.2700004577637,1.55532395839691,53.0610008239746,58.7089996337891,15.7937726974487,124.776321411133,NA,NA
"33","Bulgaria",2011,"BGR",5.38922166824341,1.91501796245575,11.2600002288818,5.97852516174316,52.5250015258789,58.2550010681152,15.6847219467163,117.76197052002,NA,NA
"34","Bulgaria",2010,"BGR",7.00700712203979,0.0545579232275486,10.2790002822876,2.59006810188293,53.3250007629395,59.5299987792969,13.4698028564453,103.207382202148,NA,NA
"35","Bulgaria",2009,"BGR",10.1761255264282,-4.21972703933716,6.81699991226196,4.04713869094849,54.2879981994629,61.0330009460449,14.721360206604,93.1223373413086,NA,NA
"36","Bulgaria",2008,"BGR",14,5.64700555801392,5.6100001335144,8.15613746643066,55.064998626709,61.8610000610352,14.5303535461426,124.266174316406,NA,NA
"37","Bulgaria",2007,"BGR",16.581371307373,7.67535066604614,6.87799978256226,11.0661001205444,53.6879997253418,59.8429985046387,16.2876091003418,122.613845825195,NA,NA
"38","Bulgaria",2006,"BGR",17.8743953704834,6.75313377380371,8.95100021362305,6.74199438095093,52.2099990844727,58.0979995727539,15.7810134887695,111.291412353516,NA,NA
"39","Bulgaria",2005,"BGR",9.81354236602783,7.23619318008423,10.0830001831055,6.50343894958496,50.2449989318848,56.3429985046387,15.8301277160645,99.8734436035156,NA,NA
"40","Cyprus",2016,"CYP",30.3999996185303,2.83451223373413,11.7279996871948,-1.29970180988312,64.088996887207,70.3170013427734,4.9629340171814,124.453956604004,NA,NA
"41","Cyprus",2015,"CYP",14.2284564971924,1.67927372455597,14.9079999923706,-1.26077497005463,63.9259986877441,70.1579971313477,4.75622892379761,122.101013183594,NA,NA
"42","Cyprus",2014,"CYP",6.59999990463257,-1.53145158290863,16.0879993438721,-1.53204798698425,63.6829986572266,69.8929977416992,4.66014242172241,122.331703186035,NA,NA
"43","Cyprus",2013,"CYP",3.18091440200806,-5.95274782180786,15.871000289917,-1.03767049312592,63.2350006103516,70.411003112793,4.32791090011597,115.615234375,NA,NA
"44","Cyprus",2012,"CYP",6.36182880401611,-3.15777778625488,11.7950000762939,1.87860369682312,63.390998840332,70.7529983520508,4.67927360534668,108.495918273926,NA,NA
"45","Cyprus",2011,"CYP",21.073558807373,0.321195989847183,7.85599994659424,1.90899968147278,63.6189994812012,70.6149978637695,5.21059226989746,108.788665771484,NA,NA
"46","Cyprus",2010,"CYP",33.3333320617676,1.31777775287628,6.26300001144409,2.00810408592224,64.359001159668,71.3130035400391,5.80549907684326,107.690872192383,NA,NA
"47","Cyprus",2009,"CYP",58.2178230285645,-1.77245080471039,5.36399984359741,0.0234182849526405,63.9280014038086,71.4160003662109,6.11711692810059,102.801834106445,NA,NA
